,Number,After 1,2,After 2,3,After 3,4,After 4,5,After 5,6,After 6,7,After 7,8,After 8,9
salvo,3,118,salon,1,salvo,,,,,,,,,,,,
sandy,3,118,salon,2,sandy,,,,,,,,,,,,
sassy,3,118,salon,4,sassy,,,,,,,,,,,,
savoy,3,118,salon,1,savoy,,,,,,,,,,,,
scuba,3,118,salon,3,scuba,,,,,,,,,,,,
shoal,3,118,salon,1,shoal,,,,,,,,,,,,
usual,3,118,salon,1,usual,,,,,,,,,,,,
woman,3,118,salon,1,woman,,,,,,,,,,,,
salon,2,118,salon,,,,,,,,,,,,,,
swell,6,106,olden,14,shell,3,smell,2,spell,1,swell,,,,,,
expel,5,106,olden,7,bevel,3,excel,1,expel,,,,,,,,
guess,5,106,olden,8,pesky,2,chess,1,guess,,,,,,,,
hello,5,106,olden,3,below,2,cello,1,hello,,,,,,,,
jelly,5,106,olden,14,shell,2,belly,1,jelly,,,,,,,,
money,5,106,olden,4,boney,2,honey,1,money,,,,,,,,
seven,5,106,olden,5,sheen,2,semen,1,seven,,,,,,,,
spell,5,106,olden,14,shell,3,smell,2,spell,,,,,,,,
unwed,5,106,olden,3,kneed,2,unfed,1,unwed,,,,,,,,
weedy,5,106,olden,3,debug,2,seedy,1,weedy,,,,,,,,
welch,5,106,olden,14,shell,2,belch,1,welch,,,,,,,,
wheel,5,106,olden,7,bevel,3,excel,1,wheel,,,,,,,,
women,5,106,olden,4,coven,2,woken,1,women,,,,,,,,
beech,4,106,olden,8,pesky,1,beech,,,,,,,,,,
beefy,4,106,olden,8,pesky,1,beefy,,,,,,,,,,
belch,4,106,olden,14,shell,2,belch,,,,,,,,,,
belly,4,106,olden,14,shell,2,belly,,,,,,,,,,
bezel,4,106,olden,7,bevel,1,bezel,,,,,,,,,,
bless,4,106,olden,4,flesh,1,bless,,,,,,,,,,
bowel,4,106,olden,4,vowel,1,bowel,,,,,,,,,,
cello,4,106,olden,3,below,2,cello,,,,,,,,,,
check,4,106,olden,8,pesky,1,check,,,,,,,,,,
chess,4,106,olden,8,pesky,2,chess,,,,,,,,,,
clued,4,106,olden,2,bleed,1,clued,,,,,,,,,,
ebony,4,106,olden,4,envoy,1,ebony,,,,,,,,,,
elegy,4,106,olden,4,flesh,1,elegy,,,,,,,,,,
embed,4,106,olden,3,bused,1,embed,,,,,,,,,,
enemy,4,106,olden,4,bench,1,enemy,,,,,,,,,,
enjoy,4,106,olden,4,envoy,1,enjoy,,,,,,,,,,
epoxy,4,106,olden,4,epoch,1,epoxy,,,,,,,,,,
excel,4,106,olden,7,bevel,3,excel,,,,,,,,,,
felon,4,106,olden,3,lemon,1,felon,,,,,,,,,,
fleck,4,106,olden,4,flesh,1,fleck,,,,,,,,,,
gecko,4,106,olden,4,epoch,1,gecko,,,,,,,,,,
geeky,4,106,olden,8,pesky,1,geeky,,,,,,,,,,
golem,4,106,olden,4,vowel,1,golem,,,,,,,,,,
gooey,4,106,olden,2,covey,1,gooey,,,,,,,,,,
honey,4,106,olden,4,boney,2,honey,,,,,,,,,,
hovel,4,106,olden,4,vowel,1,hovel,,,,,,,,,,
hymen,4,106,olden,5,sheen,1,hymen,,,,,,,,,,
jewel,4,106,olden,7,bevel,1,jewel,,,,,,,,,,
leech,4,106,olden,14,shell,1,leech,,,,,,,,,,
leggy,4,106,olden,14,shell,1,leggy,,,,,,,,,,
level,4,106,olden,7,bevel,1,level,,,,,,,,,,
melon,4,106,olden,3,lemon,1,melon,,,,,,,,,,
nosey,4,106,olden,4,boney,1,nosey,,,,,,,,,,
penny,4,106,olden,4,bench,1,penny,,,,,,,,,,
poesy,4,106,olden,4,epoch,1,poesy,,,,,,,,,,
queen,4,106,olden,5,sheen,1,queen,,,,,,,,,,
quell,4,106,olden,14,shell,1,quell,,,,,,,,,,
seedy,4,106,olden,3,debug,2,seedy,,,,,,,,,,
semen,4,106,olden,5,sheen,2,semen,,,,,,,,,,
sheep,4,106,olden,3,cheek,1,sheep,,,,,,,,,,
shelf,4,106,olden,14,shell,1,shelf,,,,,,,,,,
sleek,4,106,olden,3,bleep,1,sleek,,,,,,,,,,
sleep,4,106,olden,3,bleep,1,sleep,,,,,,,,,,
smell,4,106,olden,14,shell,3,smell,,,,,,,,,,
speck,4,106,olden,8,pesky,1,speck,,,,,,,,,,
speed,4,106,olden,3,bused,1,speed,,,,,,,,,,
spend,4,106,olden,2,needy,1,spend,,,,,,,,,,
sweep,4,106,olden,3,cheek,1,sweep,,,,,,,,,,
unfed,4,106,olden,3,kneed,2,unfed,,,,,,,,,,
venom,4,106,olden,4,envoy,1,venom,,,,,,,,,,
welsh,4,106,olden,14,shell,1,welsh,,,,,,,,,,
wench,4,106,olden,4,bench,1,wench,,,,,,,,,,
whelp,4,106,olden,14,shell,1,whelp,,,,,,,,,,
woken,4,106,olden,4,coven,2,woken,,,,,,,,,,
woven,4,106,olden,4,coven,1,woven,,,,,,,,,,
begun,3,106,olden,1,begun,,,,,,,,,,,,
below,3,106,olden,3,below,,,,,,,,,,,,
bench,3,106,olden,4,bench,,,,,,,,,,,,
bevel,3,106,olden,7,bevel,,,,,,,,,,,,
bleed,3,106,olden,2,bleed,,,,,,,,,,,,
bleep,3,106,olden,3,bleep,,,,,,,,,,,,
blend,3,106,olden,1,blend,,,,,,,,,,,,
boney,3,106,olden,4,boney,,,,,,,,,,,,
bused,3,106,olden,3,bused,,,,,,,,,,,,
cheek,3,106,olden,3,cheek,,,,,,,,,,,,
coven,3,106,olden,4,coven,,,,,,,,,,,,
covey,3,106,olden,2,covey,,,,,,,,,,,,
debug,3,106,olden,3,debug,,,,,,,,,,,,
decoy,3,106,olden,1,decoy,,,,,,,,,,,,
demon,3,106,olden,1,demon,,,,,,,,,,,,
dopey,3,106,olden,1,dopey,,,,,,,,,,,,
dowel,3,106,olden,1,dowel,,,,,,,,,,,,
dozen,3,106,olden,1,dozen,,,,,,,,,,,,
dwell,3,106,olden,1,dwell,,,,,,,,,,,,
elbow,3,106,olden,1,elbow,,,,,,,,,,,,
endow,3,106,olden,1,endow,,,,,,,,,,,,
envoy,3,106,olden,4,envoy,,,,,,,,,,,,
epoch,3,106,olden,4,epoch,,,,,,,,,,,,
flesh,3,106,olden,4,flesh,,,,,,,,,,,,
kneed,3,106,olden,3,kneed,,,,,,,,,,,,
kneel,3,106,olden,1,kneel,,,,,,,,,,,,
lemon,3,106,olden,3,lemon,,,,,,,,,,,,
lumen,3,106,olden,1,lumen,,,,,,,,,,,,
model,3,106,olden,1,model,,,,,,,,,,,,
modem,3,106,olden,1,modem,,,,,,,,,,,,
needy,3,106,olden,2,needy,,,,,,,,,,,,
newly,3,106,olden,1,newly,,,,,,,,,,,,
novel,3,106,olden,1,novel,,,,,,,,,,,,
pesky,3,106,olden,8,pesky,,,,,,,,,,,,
sheen,3,106,olden,5,sheen,,,,,,,,,,,,
shell,3,106,olden,14,shell,,,,,,,,,,,,
vowel,3,106,olden,4,vowel,,,,,,,,,,,,
olden,2,106,olden,,,,,,,,,,,,,,
foyer,8,92,loser,17,mower,10,cover,6,goner,4,joker,2,boxer,1,foyer,,
boxer,7,92,loser,17,mower,10,cover,6,goner,4,joker,2,boxer,,,,
poker,7,92,loser,17,mower,10,cover,6,goner,4,joker,1,poker,,,,
ember,6,92,loser,17,under,7,fever,2,cheer,1,ember,,,,,,
hyper,6,92,loser,17,under,7,fever,2,cyber,1,hyper,,,,,,
joker,6,92,loser,17,mower,10,cover,6,goner,4,joker,,,,,,
merry,6,92,loser,14,decry,3,berry,2,ferry,1,merry,,,,,,
queer,6,92,loser,17,under,3,buyer,2,purer,1,queer,,,,,,
roger,6,92,loser,17,mower,10,cover,6,goner,1,roger,,,,,,
rover,6,92,loser,17,mower,10,cover,2,hover,1,rover,,,,,,
rower,6,92,loser,17,mower,3,cower,2,power,1,rower,,,,,,
cheer,5,92,loser,17,under,7,fever,2,cheer,,,,,,,,
corer,5,92,loser,17,mower,10,cover,1,corer,,,,,,,,
cyber,5,92,loser,17,under,7,fever,2,cyber,,,,,,,,
ferry,5,92,loser,14,decry,3,berry,2,ferry,,,,,,,,
fewer,5,92,loser,17,under,7,fever,1,fewer,,,,,,,,
flyer,5,92,loser,5,bluer,2,elder,1,flyer,,,,,,,,
goner,5,92,loser,17,mower,10,cover,6,goner,,,,,,,,
hover,5,92,loser,17,mower,10,cover,2,hover,,,,,,,,
newer,5,92,loser,17,under,2,never,1,newer,,,,,,,,
offer,5,92,loser,3,owner,2,odder,1,offer,,,,,,,,
perky,5,92,loser,14,decry,2,jerky,1,perky,,,,,,,,
power,5,92,loser,17,mower,3,cower,2,power,,,,,,,,
purer,5,92,loser,17,under,3,buyer,2,purer,,,,,,,,
query,5,92,loser,14,decry,2,every,1,query,,,,,,,,
reedy,5,92,loser,14,decry,2,nerdy,1,reedy,,,,,,,,
refer,5,92,loser,17,under,7,fever,1,refer,,,,,,,,
revel,5,92,loser,3,rebel,2,repel,1,revel,,,,,,,,
sewer,5,92,loser,7,usher,3,sever,1,sewer,,,,,,,,
sneer,5,92,loser,7,usher,3,sever,1,sneer,,,,,,,,
surer,5,92,loser,7,usher,2,super,1,surer,,,,,,,,
berry,4,92,loser,14,decry,3,berry,,,,,,,,,,
buyer,4,92,loser,17,under,3,buyer,,,,,,,,,,
cover,4,92,loser,17,mower,10,cover,,,,,,,,,,
cower,4,92,loser,17,mower,3,cower,,,,,,,,,,
defer,4,92,loser,17,under,1,defer,,,,,,,,,,
derby,4,92,loser,14,decry,1,derby,,,,,,,,,,
elder,4,92,loser,5,bluer,2,elder,,,,,,,,,,
every,4,92,loser,14,decry,2,every,,,,,,,,,,
femur,4,92,loser,3,demur,1,femur,,,,,,,,,,
fever,4,92,loser,17,under,7,fever,,,,,,,,,,
homer,4,92,loser,17,mower,1,homer,,,,,,,,,,
jerky,4,92,loser,14,decry,2,jerky,,,,,,,,,,
lever,4,92,loser,2,leper,1,lever,,,,,,,,,,
lower,4,92,loser,2,lover,1,lower,,,,,,,,,,
mercy,4,92,loser,14,decry,1,mercy,,,,,,,,,,
mover,4,92,loser,17,mower,1,mover,,,,,,,,,,
nerdy,4,92,loser,14,decry,2,nerdy,,,,,,,,,,
never,4,92,loser,17,under,2,never,,,,,,,,,,
odder,4,92,loser,3,owner,2,odder,,,,,,,,,,
perch,4,92,loser,14,decry,1,perch,,,,,,,,,,
recur,4,92,loser,3,demur,1,recur,,,,,,,,,,
repel,4,92,loser,3,rebel,2,repel,,,,,,,,,,
reply,4,92,loser,2,clerk,1,reply,,,,,,,,,,
rerun,4,92,loser,14,decry,1,rerun,,,,,,,,,,
ruder,4,92,loser,17,under,1,ruder,,,,,,,,,,
ruler,4,92,loser,5,bluer,1,ruler,,,,,,,,,,
serum,4,92,loser,3,rebus,1,serum,,,,,,,,,,
sever,4,92,loser,7,usher,3,sever,,,,,,,,,,
sheer,4,92,loser,7,usher,1,sheer,,,,,,,,,,
shrew,4,92,loser,2,screw,1,shrew,,,,,,,,,,
sower,4,92,loser,2,sober,1,sower,,,,,,,,,,
sperm,4,92,loser,3,rebus,1,sperm,,,,,,,,,,
super,4,92,loser,7,usher,2,super,,,,,,,,,,
udder,4,92,loser,17,under,1,udder,,,,,,,,,,
ulcer,4,92,loser,5,bluer,1,ulcer,,,,,,,,,,
upper,4,92,loser,17,under,1,upper,,,,,,,,,,
wooer,4,92,loser,17,mower,1,wooer,,,,,,,,,,
bluer,3,92,loser,5,bluer,,,,,,,,,,,,
clerk,3,92,loser,2,clerk,,,,,,,,,,,,
decor,3,92,loser,1,decor,,,,,,,,,,,,
decry,3,92,loser,14,decry,,,,,,,,,,,,
demur,3,92,loser,3,demur,,,,,,,,,,,,
heron,3,92,loser,1,heron,,,,,,,,,,,,
leery,3,92,loser,1,leery,,,,,,,,,,,,
lemur,3,92,loser,1,lemur,,,,,,,,,,,,
leper,3,92,loser,2,leper,,,,,,,,,,,,
lover,3,92,loser,2,lover,,,,,,,,,,,,
mower,3,92,loser,17,mower,,,,,,,,,,,,
older,3,92,loser,1,older,,,,,,,,,,,,
owner,3,92,loser,3,owner,,,,,,,,,,,,
poser,3,92,loser,1,poser,,,,,,,,,,,,
rebel,3,92,loser,3,rebel,,,,,,,,,,,,
rebus,3,92,loser,3,rebus,,,,,,,,,,,,
renew,3,92,loser,1,renew,,,,,,,,,,,,
rodeo,3,92,loser,1,rodeo,,,,,,,,,,,,
screw,3,92,loser,2,screw,,,,,,,,,,,,
sober,3,92,loser,2,sober,,,,,,,,,,,,
under,3,92,loser,17,under,,,,,,,,,,,,
usher,3,92,loser,7,usher,,,,,,,,,,,,
verso,3,92,loser,1,verso,,,,,,,,,,,,
loser,2,92,loser,,,,,,,,,,,,,,
judge,6,80,louse,9,nudge,3,budge,2,fudge,1,judge,,,,,,
noose,6,80,louse,5,copse,3,goose,2,moose,1,noose,,,,,,
clove,5,80,louse,7,globe,3,clone,1,clove,,,,,,,,
elope,5,80,louse,7,globe,3,clone,1,elope,,,,,,,,
fudge,5,80,louse,9,nudge,3,budge,2,fudge,,,,,,,,
melee,5,80,louse,4,belle,2,delve,1,melee,,,,,,,,
moose,5,80,louse,5,copse,3,goose,2,moose,,,,,,,,
pence,5,80,louse,8,fence,2,hence,1,pence,,,,,,,,
shove,5,80,louse,6,scope,3,shone,1,shove,,,,,,,,
smoke,5,80,louse,6,scope,3,shone,1,smoke,,,,,,,,
wedge,5,80,louse,8,fence,2,hedge,1,wedge,,,,,,,,
bloke,4,80,louse,7,globe,1,bloke,,,,,,,,,,
budge,4,80,louse,9,nudge,3,budge,,,,,,,,,,
bulge,4,80,louse,3,bugle,1,bulge,,,,,,,,,,
choke,4,80,louse,5,phone,1,choke,,,,,,,,,,
clone,4,80,louse,7,globe,3,clone,,,,,,,,,,
cycle,4,80,louse,4,belle,1,cycle,,,,,,,,,,
delve,4,80,louse,4,belle,2,delve,,,,,,,,,,
dodge,4,80,louse,2,booze,1,dodge,,,,,,,,,,
dunce,4,80,louse,9,nudge,1,dunce,,,,,,,,,,
elude,4,80,louse,4,flume,1,elude,,,,,,,,,,
emcee,4,80,louse,8,fence,1,emcee,,,,,,,,,,
evoke,4,80,louse,5,phone,1,evoke,,,,,,,,,,
femme,4,80,louse,8,fence,1,femme,,,,,,,,,,
fluke,4,80,louse,4,flume,1,fluke,,,,,,,,,,
fugue,4,80,louse,9,nudge,1,fugue,,,,,,,,,,
geese,4,80,louse,3,dense,1,geese,,,,,,,,,,
glove,4,80,louse,7,globe,1,glove,,,,,,,,,,
gnome,4,80,louse,5,phone,1,gnome,,,,,,,,,,
goose,4,80,louse,5,copse,3,goose,,,,,,,,,,
gouge,4,80,louse,2,coupe,1,gouge,,,,,,,,,,
hedge,4,80,louse,8,fence,2,hedge,,,,,,,,,,
hence,4,80,louse,8,fence,2,hence,,,,,,,,,,
mouse,4,80,louse,2,house,1,mouse,,,,,,,,,,
obese,4,80,louse,3,chose,1,obese,,,,,,,,,,
ozone,4,80,louse,5,phone,1,ozone,,,,,,,,,,
penne,4,80,louse,8,fence,1,penne,,,,,,,,,,
plume,4,80,louse,4,flume,1,plume,,,,,,,,,,
posse,4,80,louse,5,copse,1,posse,,,,,,,,,,
queue,4,80,louse,9,nudge,1,queue,,,,,,,,,,
scone,4,80,louse,6,scope,1,scone,,,,,,,,,,
segue,4,80,louse,2,ensue,1,segue,,,,,,,,,,
sense,4,80,louse,3,dense,1,sense,,,,,,,,,,
shone,4,80,louse,6,scope,3,shone,,,,,,,,,,
spoke,4,80,louse,6,scope,1,spoke,,,,,,,,,,
uncle,4,80,louse,3,bugle,1,uncle,,,,,,,,,,
undue,4,80,louse,9,nudge,1,undue,,,,,,,,,,
venue,4,80,louse,9,nudge,1,venue,,,,,,,,,,
whole,4,80,louse,7,globe,1,whole,,,,,,,,,,
whose,4,80,louse,3,chose,1,whose,,,,,,,,,,
belle,3,80,louse,4,belle,,,,,,,,,,,,
booze,3,80,louse,2,booze,,,,,,,,,,,,
boule,3,80,louse,1,boule,,,,,,,,,,,,
bugle,3,80,louse,3,bugle,,,,,,,,,,,,
chose,3,80,louse,3,chose,,,,,,,,,,,,
close,3,80,louse,1,close,,,,,,,,,,,,
copse,3,80,louse,5,copse,,,,,,,,,,,,
coupe,3,80,louse,2,coupe,,,,,,,,,,,,
dense,3,80,louse,3,dense,,,,,,,,,,,,
deuce,3,80,louse,1,deuce,,,,,,,,,,,,
ensue,3,80,louse,2,ensue,,,,,,,,,,,,
fence,3,80,louse,8,fence,,,,,,,,,,,,
flume,3,80,louse,4,flume,,,,,,,,,,,,
globe,3,80,louse,7,globe,,,,,,,,,,,,
house,3,80,louse,2,house,,,,,,,,,,,,
ledge,3,80,louse,1,ledge,,,,,,,,,,,,
lodge,3,80,louse,1,lodge,,,,,,,,,,,,
loose,3,80,louse,1,loose,,,,,,,,,,,,
lunge,3,80,louse,1,lunge,,,,,,,,,,,,
noble,3,80,louse,1,noble,,,,,,,,,,,,
nudge,3,80,louse,9,nudge,,,,,,,,,,,,
ounce,3,80,louse,1,ounce,,,,,,,,,,,,
phone,3,80,louse,5,phone,,,,,,,,,,,,
pulse,3,80,louse,1,pulse,,,,,,,,,,,,
scene,3,80,louse,1,scene,,,,,,,,,,,,
scope,3,80,louse,6,scope,,,,,,,,,,,,
slope,3,80,louse,1,slope,,,,,,,,,,,,
solve,3,80,louse,1,solve,,,,,,,,,,,,
vogue,3,80,louse,1,vogue,,,,,,,,,,,,
louse,2,80,louse,,,,,,,,,,,,,,
wight,8,64,hoist,6,fight,5,light,4,might,3,night,2,tight,1,wight,,
tight,7,64,hoist,6,fight,5,light,4,might,3,night,2,tight,,,,
night,6,64,hoist,6,fight,5,light,4,might,3,night,,,,,,
might,5,64,hoist,6,fight,5,light,4,might,,,,,,,,
moist,5,64,hoist,3,foist,2,joist,1,moist,,,,,,,,
pivot,5,64,hoist,3,bigot,2,pilot,1,pivot,,,,,,,,
plank,5,64,clash,8,blank,2,flank,1,plank,,,,,,,,
plaza,5,64,clash,8,blank,2,llama,1,plaza,,,,,,,,
quack,5,64,clash,3,aback,2,knack,1,quack,,,,,,,,
quash,5,64,clash,5,swash,2,gnash,1,quash,,,,,,,,
quilt,5,64,hoist,6,guilt,2,built,1,quilt,,,,,,,,
scaly,5,64,clash,3,scald,2,scalp,1,scaly,,,,,,,,
still,5,64,hoist,5,stink,2,stiff,1,still,,,,,,,,
swamp,5,64,clash,5,spank,2,soapy,1,swamp,,,,,,,,
toxic,5,64,hoist,5,tonic,2,topic,1,toxic,,,,,,,,
witch,5,64,hoist,4,pitch,2,ditch,1,witch,,,,,,,,
awash,4,64,clash,5,swash,1,awash,,,,,,,,,,
bland,4,64,clash,8,blank,1,bland,,,,,,,,,,
built,4,64,hoist,6,guilt,2,built,,,,,,,,,,
chaff,4,64,clash,2,champ,1,chaff,,,,,,,,,,
clack,4,64,clash,4,clank,1,clack,,,,,,,,,,
clamp,4,64,clash,4,clank,1,clamp,,,,,,,,,,
clang,4,64,clash,4,clank,1,clang,,,,,,,,,,
class,4,64,clash,2,clasp,1,class,,,,,,,,,,
digit,4,64,hoist,4,unlit,1,digit,,,,,,,,,,
ditch,4,64,hoist,4,pitch,2,ditch,,,,,,,,,,
flack,4,64,clash,2,black,1,flack,,,,,,,,,,
flaky,4,64,clash,8,blank,1,flaky,,,,,,,,,,
flank,4,64,clash,8,blank,2,flank,,,,,,,,,,
flint,4,64,hoist,6,guilt,1,flint,,,,,,,,,,
gland,4,64,clash,8,blank,1,gland,,,,,,,,,,
glass,4,64,clash,2,flask,1,glass,,,,,,,,,,
glint,4,64,hoist,6,guilt,1,glint,,,,,,,,,,
gnash,4,64,clash,5,swash,2,gnash,,,,,,,,,,
guava,4,64,clash,2,foamy,1,guava,,,,,,,,,,
joist,4,64,hoist,3,foist,2,joist,,,,,,,,,,
knack,4,64,clash,3,aback,2,knack,,,,,,,,,,
koala,4,64,clash,3,loamy,1,koala,,,,,,,,,,
light,4,64,hoist,6,fight,5,light,,,,,,,,,,
limit,4,64,hoist,4,unlit,1,limit,,,,,,,,,,
llama,4,64,clash,8,blank,2,llama,,,,,,,,,,
motif,4,64,hoist,5,tonic,1,motif,,,,,,,,,,
pilot,4,64,hoist,3,bigot,2,pilot,,,,,,,,,,
pithy,4,64,hoist,4,pitch,1,pithy,,,,,,,,,,
point,4,64,hoist,2,joint,1,point,,,,,,,,,,
qualm,4,64,clash,3,loamy,1,qualm,,,,,,,,,,
scalp,4,64,clash,3,scald,2,scalp,,,,,,,,,,
shady,4,64,clash,3,shaky,1,shady,,,,,,,,,,
shank,4,64,clash,3,shaky,1,shank,,,,,,,,,,
shawl,4,64,clash,2,shall,1,shawl,,,,,,,,,,
slash,4,64,clash,2,flash,1,slash,,,,,,,,,,
smack,4,64,clash,3,scamp,1,smack,,,,,,,,,,
small,4,64,clash,2,psalm,1,small,,,,,,,,,,
smash,4,64,clash,5,swash,1,smash,,,,,,,,,,
snack,4,64,clash,3,scamp,1,snack,,,,,,,,,,
snaky,4,64,clash,5,spank,1,snaky,,,,,,,,,,
soapy,4,64,clash,5,spank,2,soapy,,,,,,,,,,
spasm,4,64,clash,2,amass,1,spasm,,,,,,,,,,
spawn,4,64,clash,5,spank,1,spawn,,,,,,,,,,
spilt,4,64,hoist,4,stilt,1,spilt,,,,,,,,,,
stick,4,64,hoist,5,stink,1,stick,,,,,,,,,,
stiff,4,64,hoist,5,stink,2,stiff,,,,,,,,,,
sting,4,64,hoist,5,stink,1,sting,,,,,,,,,,
stint,4,64,hoist,4,stilt,1,stint,,,,,,,,,,
swift,4,64,hoist,4,stilt,1,swift,,,,,,,,,,
thick,4,64,hoist,4,thing,1,thick,,,,,,,,,,
thigh,4,64,hoist,4,thing,1,thigh,,,,,,,,,,
think,4,64,hoist,4,thing,1,think,,,,,,,,,,
timid,4,64,hoist,4,until,1,timid,,,,,,,,,,
topic,4,64,hoist,5,tonic,2,topic,,,,,,,,,,
toxin,4,64,hoist,5,tonic,1,toxin,,,,,,,,,,
tulip,4,64,hoist,4,until,1,tulip,,,,,,,,,,
tunic,4,64,hoist,4,until,1,tunic,,,,,,,,,,
twixt,4,64,hoist,6,guilt,1,twixt,,,,,,,,,,
unfit,4,64,hoist,4,unlit,1,unfit,,,,,,,,,,
visit,4,64,hoist,2,split,1,visit,,,,,,,,,,
aback,3,64,clash,3,aback,,,,,,,,,,,,
amass,3,64,clash,2,amass,,,,,,,,,,,,
bigot,3,64,hoist,3,bigot,,,,,,,,,,,,
black,3,64,clash,2,black,,,,,,,,,,,,
blank,3,64,clash,8,blank,,,,,,,,,,,,
chalk,3,64,clash,1,chalk,,,,,,,,,,,,
champ,3,64,clash,2,champ,,,,,,,,,,,,
chaos,3,64,clash,1,chaos,,,,,,,,,,,,
chasm,3,64,clash,1,chasm,,,,,,,,,,,,
clank,3,64,clash,4,clank,,,,,,,,,,,,
clasp,3,64,clash,2,clasp,,,,,,,,,,,,
coach,3,64,clash,1,coach,,,,,,,,,,,,
fight,3,64,hoist,6,fight,,,,,,,,,,,,
flash,3,64,clash,2,flash,,,,,,,,,,,,
flask,3,64,clash,2,flask,,,,,,,,,,,,
foamy,3,64,clash,2,foamy,,,,,,,,,,,,
foist,3,64,hoist,3,foist,,,,,,,,,,,,
guilt,3,64,hoist,6,guilt,,,,,,,,,,,,
hitch,3,64,hoist,1,hitch,,,,,,,,,,,,
joint,3,64,hoist,2,joint,,,,,,,,,,,,
loamy,3,64,clash,3,loamy,,,,,,,,,,,,
midst,3,64,hoist,1,midst,,,,,,,,,,,,
optic,3,64,hoist,1,optic,,,,,,,,,,,,
pitch,3,64,hoist,4,pitch,,,,,,,,,,,,
posit,3,64,hoist,1,posit,,,,,,,,,,,,
psalm,3,64,clash,2,psalm,,,,,,,,,,,,
scald,3,64,clash,3,scald,,,,,,,,,,,,
scamp,3,64,clash,3,scamp,,,,,,,,,,,,
shack,3,64,clash,1,shack,,,,,,,,,,,,
shaky,3,64,clash,3,shaky,,,,,,,,,,,,
shall,3,64,clash,2,shall,,,,,,,,,,,,
shift,3,64,hoist,1,shift,,,,,,,,,,,,
sight,3,64,hoist,1,sight,,,,,,,,,,,,
slack,3,64,clash,1,slack,,,,,,,,,,,,
slang,3,64,clash,1,slang,,,,,,,,,,,,
spank,3,64,clash,5,spank,,,,,,,,,,,,
split,3,64,hoist,2,split,,,,,,,,,,,,
stilt,3,64,hoist,4,stilt,,,,,,,,,,,,
stink,3,64,hoist,5,stink,,,,,,,,,,,,
stoic,3,64,hoist,1,stoic,,,,,,,,,,,,
swash,3,64,clash,5,swash,,,,,,,,,,,,
thing,3,64,hoist,4,thing,,,,,,,,,,,,
tipsy,3,64,hoist,1,tipsy,,,,,,,,,,,,
tonic,3,64,hoist,5,tonic,,,,,,,,,,,,
twist,3,64,hoist,1,twist,,,,,,,,,,,,
tying,3,64,hoist,1,tying,,,,,,,,,,,,
unlit,3,64,hoist,4,unlit,,,,,,,,,,,,
until,3,64,hoist,4,until,,,,,,,,,,,,
vomit,3,64,hoist,1,vomit,,,,,,,,,,,,
whack,3,64,clash,1,whack,,,,,,,,,,,,
clash,2,64,clash,,,,,,,,,,,,,,
hoist,2,64,hoist,,,,,,,,,,,,,,
mourn,5,61,curry,6,slurp,2,gourd,1,mourn,,,,,,,,
round,5,61,curry,3,flour,2,rough,1,round,,,,,,,,
shrug,5,61,curry,3,forum,2,shrub,1,shrug,,,,,,,,
worry,5,61,curry,3,lorry,2,sorry,1,worry,,,,,,,,
blurb,4,61,curry,6,slurp,1,blurb,,,,,,,,,,
curvy,4,61,curry,2,curly,1,curvy,,,,,,,,,,
fjord,4,61,curry,4,sword,1,fjord,,,,,,,,,,
floor,4,61,curry,3,donor,1,floor,,,,,,,,,,
forgo,4,61,curry,4,moron,1,forgo,,,,,,,,,,
glory,4,61,curry,2,dowry,1,glory,,,,,,,,,,
gourd,4,61,curry,6,slurp,2,gourd,,,,,,,,,,
honor,4,61,curry,3,donor,1,honor,,,,,,,,,,
hurry,4,61,curry,2,furry,1,hurry,,,,,,,,,,
juror,4,61,curry,2,furor,1,juror,,,,,,,,,,
morph,4,61,curry,4,moron,1,morph,,,,,,,,,,
murky,4,61,curry,3,burly,1,murky,,,,,,,,,,
rough,4,61,curry,3,flour,2,rough,,,,,,,,,,
rowdy,4,61,curry,2,roomy,1,rowdy,,,,,,,,,,
ruddy,4,61,curry,2,rugby,1,ruddy,,,,,,,,,,
scour,4,61,curry,2,occur,1,scour,,,,,,,,,,
scrum,4,61,curry,2,scrub,1,scrum,,,,,,,,,,
shorn,4,61,curry,4,sword,1,shorn,,,,,,,,,,
shrub,4,61,curry,3,forum,2,shrub,,,,,,,,,,
sorry,4,61,curry,3,lorry,2,sorry,,,,,,,,,,
spurn,4,61,curry,6,slurp,1,spurn,,,,,,,,,,
surly,4,61,curry,3,burly,1,surly,,,,,,,,,,
sworn,4,61,curry,4,sword,1,sworn,,,,,,,,,,
usurp,4,61,curry,6,slurp,1,usurp,,,,,,,,,,
wordy,4,61,curry,2,horny,1,wordy,,,,,,,,,,
world,4,61,curry,4,moron,1,world,,,,,,,,,,
burly,3,61,curry,3,burly,,,,,,,,,,,,
chord,3,61,curry,1,chord,,,,,,,,,,,,
churn,3,61,curry,1,churn,,,,,,,,,,,,
color,3,61,curry,1,color,,,,,,,,,,,,
corny,3,61,curry,1,corny,,,,,,,,,,,,
curly,3,61,curry,2,curly,,,,,,,,,,,,
donor,3,61,curry,3,donor,,,,,,,,,,,,
dowry,3,61,curry,2,dowry,,,,,,,,,,,,
flour,3,61,curry,3,flour,,,,,,,,,,,,
forum,3,61,curry,3,forum,,,,,,,,,,,,
furor,3,61,curry,2,furor,,,,,,,,,,,,
